Id,Label,Title,DepartmentType,BusinessUnit,GenderCode,Performance Score
1285,Virginia Castro,,,,,
1286,Tina Morgan,,,,,
1287,Craig Arias,,,,,
1288,Raymond Hernandez,,,,,
1289,Theresa Miller,,,,,
1290,Sheri Pearson,,,,,
1291,Tracy Ramos,,,,,
1292,James Benson,,,,,
1293,Thomas Rogers,,,,,
1294,Veronica Alexander MD,,,,,
1295,Angela Jackson,,,,,
1296,Lisa Campbell,,,,,
1297,Sophia Bowman,,,,,
1298,Brianna Blanchard,,,,,
1299,Adam Miller,,,,,
1300,Nicole Pierce,,,,,
1301,Lauren Gonzales,,,,,
1302,Regina Rogers,,,,,
1303,Deborah Arnold,,,,,
1304,Chase Hardy,,,,,
1305,John Gonzalez,,,,,
1306,Evelyn Diaz,,,,,
1307,Kevin Pearson,,,,,
1308,Bryan Salas,,,,,
1309,Ashley Craig,,,,,
1310,Richard Santos,,,,,
1311,Joseph Dixon,,,,,
1312,Aaron Mendoza,,,,,
1313,Crystal Taylor,,,,,
1314,Mr. Danny Snow,,,,,
1315,Isaac Foley,,,,,
1316,Adam Vang,,,,,
1317,Edgar Moore,,,,,
1318,Andrea Fowler,,,,,
1319,Michael West,,,,,
1320,James Bell,,,,,
1321,Adrienne Roth,,,,,
1322,Jessica Blackwell,,,,,
1323,Robert Sawyer,,,,,
1324,Debra Garza,,,,,
1325,Ralph Sloan,,,,,
1326,Amy Jones,,,,,
1327,Amy Griffin,,,,,
1328,Chase Ho,,,,,
1329,Christopher Jones,,,,,
1330,Isabella Hawkins,,,,,
1331,Dawn Williams,,,,,
1332,Rebecca Randolph,,,,,
1333,Deborah Johnson,,,,,
1334,Darren Zimmerman,,,,,
1335,Gary Clark,,,,,
1336,Jeremy Anderson,,,,,
1337,Harry Ellis,,,,,
1338,Mrs. Tammy Ballard,,,,,
1339,Joseph Edwards,,,,,
1340,Sean Hall,,,,,
1341,Jamie Gardner,,,,,
1342,James Hines,,,,,
1343,Jorge Taylor,,,,,
1344,Kristin Baird,,,,,
1345,Mrs. Sabrina Reed,,,,,
1346,Larry Frost,,,,,
1347,Kirk Brooks,,,,,
1348,Gloria Yang,,,,,
1349,Kathleen Patterson,,,,,
1350,Maria Payne,,,,,
1351,Samantha Salas,,,,,
1352,Brandon Oconnell,,,,,
1353,Michael Ingram,,,,,
1354,Michael Reese,,,,,
1355,Justin Kent,,,,,
1356,Thomas Leon,,,,,
1357,Nicholas Oconnor,,,,,
1358,Sarah Stevenson,,,,,
1359,Samantha Ross,,,,,
1360,Lindsey Carter PhD,,,,,
1361,Sara Farrell,,,,,
1362,Brittany Payne,,,,,
1363,Shane Carr,,,,,
1364,Karen Cooke,,,,,
1365,Tammy Gardner,,,,,
1366,Chase Ali,,,,,
1367,Teresa Wood,,,,,
1368,Jennifer Rivera,,,,,
1369,Sandra Blackwell,,,,,
1370,Jacob Smith,,,,,
1371,Sarah Harper,,,,,
1372,Christopher Smith,,,,,
1373,Barry Martinez,,,,,
1374,Miranda Brown,,,,,
1375,Sarah Fisher,,,,,
1376,Lori Lopez DVM,,,,,
1377,Austin Salas,,,,,
1378,Cindy Lopez,,,,,
1379,Jamie Wallace,,,,,
1380,Taylor Fleming,,,,,
1381,Melissa Morse,,,,,
1382,Travis Smith,,,,,
1383,Albert Wilson,,,,,
1384,Timothy Anthony,,,,,
1385,Dr. Daisy James,,,,,
1386,Amber Gutierrez,,,,,
1387,Seth Parks,,,,,
1388,Timothy Robbins,,,,,
1389,Melissa Carlson,,,,,
1390,Paula Flynn,,,,,
1391,Kendra Huerta,,,,,
1392,Larry Miller,,,,,
1393,Eddie Herrera,,,,,
1394,Michael Reed,,,,,
1395,Luke Bright,,,,,
1396,Pamela Guzman,,,,,
1397,Karen Marquez MD,,,,,
1398,Valerie Gregory,,,,,
1399,Matthew Mcdaniel,,,,,
1400,Jodi Scott,,,,,
1401,Tyler Jackson,,,,,
1402,Jordan Medina,,,,,
1403,Todd Cooper,,,,,
1404,Kathryn Drake,,,,,
1405,Amber Moody,,,,,
1406,Larry Ramirez,,,,,
1407,Lisa Walton,,,,,
1408,Bill Horn,,,,,
1409,Zachary Santana,,,,,
1410,Jennifer Campos,,,,,
1411,Samuel Horton,,,,,
1412,Antonio Wilson,,,,,
1413,Elizabeth Allen,,,,,
1414,Donna Collins,,,,,
1415,Paul Smith,,,,,
1416,Laura Meadows,,,,,
1417,Marie Cruz,,,,,
1418,April Carpenter,,,,,
1419,Ryan Dominguez,,,,,
1420,Mark Marks,,,,,
1421,Justin Hartman,,,,,
1422,John Hopkins,,,,,
1423,Wendy Williamson,,,,,
1424,Taylor Cruz,,,,,
1425,Christina Powell,,,,,
1426,Tammie Brown,,,,,
1427,David Browning,,,,,
1428,Alicia Howard,,,,,
1429,Robert Crawford,,,,,
1430,Jessica Peters,,,,,
1431,Mary Lewis,,,,,
1432,Miss Andrea Robertson,,,,,
1433,Robert Ford,,,,,
1434,Christopher Meyer,,,,,
1435,Christopher King,,,,,
1436,Carol Morales,,,,,
1437,Tiffany Cantrell,,,,,
1438,Whitney Miller,,,,,
1439,Christina Randall,,,,,
1440,William Lloyd,,,,,
1441,Mrs. Jennifer Hughes,,,,,
1442,Jordan Bennett,,,,,
1443,Gloria Franklin,,,,,
1444,Bethany Norris,,,,,
1445,Anita Brown,,,,,
1446,April Gallagher,,,,,
1447,Deborah White,,,,,
1448,Jeremy Ewing,,,,,
1449,Jeremy Wright,,,,,
1450,Jennifer Adams,,,,,
1451,Charles Williamson,,,,,
1452,James Black,,,,,
1453,Jennifer Hernandez,,,,,
1454,Jacob Brown,,,,,
1455,Christopher Fisher,,,,,
1456,Charles Mcdonald,,,,,
1457,Isabella Cox,,,,,
1458,Wendy Daniels,,,,,
1459,John Smith,,,,,
1460,Nicole Taylor,,,,,
1461,Elizabeth Walker,,,,,
1462,Leslie Tran,,,,,
1463,Anthony Martinez,,,,,
1464,Cody Scott,,,,,
1465,Jacqueline Jones,,,,,
1466,Michael Farmer,,,,,
1467,Teresa Murray,,,,,
1468,Chase Swanson,,,,,
1469,Kimberly Williams,,,,,
1470,Duane Anderson,,,,,
1471,Debra Boyer,,,,,
1472,Renee Beasley,,,,,
1473,John Ramirez,,,,,
1474,Scott Smith,,,,,
1475,Brandon Mcdonald,,,,,
1476,Michael Mcgee PhD,,,,,
1477,Reginald Hernandez,,,,,
1478,Pamela Cruz,,,,,
1479,Jennifer Harrington,,,,,
1480,Kathryn Avila,,,,,
1481,Bethany Wilkerson,,,,,
1482,William Cooper,,,,,
1483,Angela Reese,,,,,
1484,Christina Hayden,,,,,
1485,Catherine Baker,,,,,
1486,William Hall III,,,,,
1487,Tricia Davies,,,,,
1488,Karen Pugh,,,,,
1489,Glenda Williams,,,,,
1490,Anita Chapman,,,,,
1491,Joseph Diaz,,,,,
1492,Michael Graves,,,,,
1493,Mary Conley,,,,,
1494,Ashley Orozco,,,,,
1495,Joshua Evans,,,,,
1496,Nancy Valdez,,,,,
1497,Ryan Baker,,,,,
1498,Jenna Perry,,,,,
1499,Ana Harding,,,,,
1500,Jennifer Boone,,,,,
1501,Anthony Diaz,,,,,
1502,Steven Reid,,,,,
1503,Andrew Calderon,,,,,
1504,Patricia Robbins,,,,,
1505,Rachel Paul,,,,,
1506,Alexandra Rice,,,,,
1507,Peter Giles,,,,,
1508,Ashley Clark,,,,,
1509,Cole Johns,,,,,
1510,Wendy Elliott,,,,,
1511,Darryl Scott,,,,,
1512,Clayton Wilson,,,,,
1513,Ashley Cannon,,,,,
1514,Lauren Thompson,,,,,
1515,Diana Cox,,,,,
1516,Holly Hudson,,,,,
1517,Jose Gomez,,,,,
1518,Natalie Johnson,,,,,
1519,Deanna Freeman,,,,,
1520,Kevin Perkins,,,,,
1521,Joseph Bryant,,,,,
1522,Dylan Foster,,,,,
1523,Mary Morgan,,,,,
1524,Danny Howard,,,,,
1525,John Adams,,,,,
1526,Derek Thompson,,,,,
1527,Jason Kelly,,,,,
1528,Jeffrey Peters,,,,,
1529,James Lee,,,,,
1530,Steve Grant,,,,,
1531,Donna Gonzalez,,,,,
1532,Steve Macdonald,,,,,
1533,James Mitchell,,,,,
1534,Abigail Marks,,,,,
1535,Jeffrey Murphy,,,,,
1536,Patrick Liu,,,,,
1537,Jimmy Cox,,,,,
1538,Neil Aguilar,,,,,
1539,Matthew Hawkins,,,,,
1540,Tiffany Baker,,,,,
1541,Christopher Rodriguez,,,,,
1542,Angela Watson,,,,,
1543,Steven Ramos,,,,,
1544,Ashley Williams,,,,,
1545,Heather Ramirez,,,,,
1546,Daniel Huff,,,,,
1547,Samantha Wyatt,,,,,
1548,James Ferguson,,,,,
1549,Michael Pope,,,,,
1550,Brandon Jones,,,,,
1551,Ricky Stephens,,,,,
1552,Kimberly Meyer,,,,,
1553,Michael Austin,,,,,
1554,Jason Kennedy,,,,,
1555,Amy Durham,,,,,
1556,Allison Fox,,,,,
1557,Troy Price,,,,,
1558,James White,,,,,
1559,Michael Ortiz,,,,,
1560,Alyssa Garrett,,,,,
1561,Nicole Rodriguez,,,,,
1562,Mary Clark,,,,,
1563,Christopher White,,,,,
1564,Alicia Horton,,,,,
1565,Keith Morrison,,,,,
1566,Andrea Riley,,,,,
1567,Christina Baldwin,,,,,
1568,Thomas Richard,,,,,
1569,Lisa Smith,,,,,
1570,Jamie Hernandez,,,,,
1571,Abigail Cooper,,,,,
1572,Natasha Dennis,,,,,
1573,Raymond Johnson,,,,,
1574,Nicholas Freeman,,,,,
1575,Yesenia Sandoval,,,,,
1576,Lisa Bryant,,,,,
1577,David Collins,,,,,
1578,Jessica Matthews,,,,,
1579,Daniel Lee,,,,,
1580,Michelle Williams,,,,,
1581,Vicki Ortega,,,,,
1582,David Simpson,,,,,
1583,Steven Phelps,,,,,
1584,Dana Parker,,,,,
1585,Drew Hawkins,,,,,
1586,Wendy Adams,,,,,
1587,Michelle Dickerson,,,,,
1588,Sean Jones,,,,,
1589,Allen Mckinney,,,,,
1590,Stephen Knight,,,,,
1591,Kenneth Mathews,,,,,
1592,Stephen Lester,,,,,
1593,Lisa Manning,,,,,
1594,David Cook,,,,,
1595,Blake Proctor,,,,,
1596,William Waters,,,,,
1597,Angel Rhodes,,,,,
1598,Christine Campbell,,,,,
1599,Adriana Wood,,,,,
1600,Joseph Guerra,,,,,
1601,Laura Fernandez,,,,,
1602,Andrea Simmons,,,,,
1603,Alex Price,,,,,
1604,Andrea Morales,,,,,
1605,Eric Rivera,,,,,
1606,Jesse Montoya,,,,,
1607,Heather Swanson,,,,,
1608,Scott Baker,,,,,
1609,Karen Frank,,,,,
1610,Anna Garcia,,,,,
1611,Jennifer Moore,,,,,
1612,Tracey Cox,,,,,
1613,Denise Roach,,,,,
1614,Sarah Harrison,,,,,
1615,Theresa Welch,,,,,
1616,Nicholas Robertson,,,,,
1617,Christopher Gardner,,,,,
1618,Elizabeth Koch,,,,,
1619,Vickie Garrett,,,,,
1620,Todd Henson,,,,,
1621,Erica Wilson,,,,,
1622,Steven Kennedy,,,,,
1623,Steven Valdez,,,,,
1624,Tamara Humphrey,,,,,
1625,Catherine Spencer,,,,,
1626,Raven Jackson,,,,,
1627,Jason Boyd,,,,,
1628,Juan Owens,,,,,
1629,Keith Fisher,,,,,
1630,David Kennedy,,,,,
1631,Amber Johnson,,,,,
1632,Kimberly Rosales,,,,,
1633,Daniel Blake,,,,,
1634,Timothy Young,,,,,
1635,Jose Rivera,,,,,
1636,Whitney Small,,,,,
1637,Wendy Khan,,,,,
1638,William Phillips,,,,,
1639,Elizabeth Peterson,,,,,
1640,Mark Parker,,,,,
1641,Dawn Smith DDS,,,,,
1642,Meredith Martin,,,,,
1643,Kelly Waters,,,,,
1644,Beverly Ramirez,,,,,
1645,Daniel Simpson,,,,,
1646,Daniel Garcia,,,,,
1647,Lance Green,,,,,
1648,Shannon Klein,,,,,
1649,Richard Jackson,,,,,
1650,Richard Collins,,,,,
1651,Christine Adams,,,,,
1652,Kelsey Morales,,,,,
1653,Donna Pope,,,,,
1654,Tracy Logan,,,,,
1655,Thomas Whitaker,,,,,
1656,Matthew Tucker,,,,,
1657,Craig White,,,,,
1658,Sara Clayton,,,,,
1659,Kyle Strong,,,,,
1660,Michelle Walker,,,,,
1661,David Powers,,,,,
1662,Kimberly Owen,,,,,
1663,Larry Gonzales,,,,,
1664,Lisa Barrera,,,,,
1665,Tim Wilcox,,,,,
1666,Brandon Walsh,,,,,
1667,Elizabeth Dillon,,,,,
1668,Timothy Waters,,,,,
1669,Joshua Johnson,,,,,
1670,Michelle Nguyen,,,,,
1671,Elizabeth Houston,,,,,
1672,Christine Randall,,,,,
1673,Nicole Sosa,,,,,
1674,Cynthia Nguyen,,,,,
1675,Erica Allen,,,,,
1676,Eric Campbell,,,,,
1677,Zachary Parker,,,,,
1678,Robert Wolfe,,,,,
1679,Cassandra Snyder,,,,,
1680,Timothy Mason,,,,,
1681,Patty Boyd,,,,,
1682,Barry Powell,,,,,
1683,Dawn Smith,,,,,
1684,Robert Wilson,,,,,
1685,Steven Drake,,,,,
1686,Tiffany Taylor,,,,,
1687,Anna Love,,,,,
1688,Emily Fritz,,,,,
1689,Tina Lopez,,,,,
1690,Joseph Krause,,,,,
1691,David Patel,,,,,
1692,Mary Contreras,,,,,
1693,Gregg Thomas,,,,,
1694,William Castillo,,,,,
1695,Melissa Rice,,,,,
1696,Christopher Mccann,,,,,
1697,Melanie Mullins,,,,,
1698,Sandra Manning,,,,,
1699,Jennifer Lamb,,,,,
1700,Wendy James,,,,,
1701,Eric Miller,,,,,
1702,Erin Abbott,,,,,
1703,Raymond Robinson,,,,,
1704,Anthony Luna,,,,,
1705,Kathryn Chen,,,,,
1706,Billy Waters,,,,,
1707,Miranda Webb,,,,,
1708,Heidi Mann,,,,,
1709,Matthew Hull,,,,,
1710,Ryan Wise,,,,,
1711,Alexa Powell,,,,,
1712,Ryan Thompson,,,,,
1713,Timothy Spencer,,,,,
1714,Erin Jones,,,,,
1715,Angela Mcdonald,,,,,
1716,Thomas Smith,,,,,
1717,Thomas Green,,,,,
1718,Micheal Moreno,,,,,
1719,Jacob Robinson,,,,,
1720,Abigail Reynolds,,,,,
1721,Laura Goodman,,,,,
1722,Jeffrey Frazier,,,,,
1723,Michael Perez,,,,,
1724,Mario Ellis,,,,,
1725,Christina Barnes,,,,,
1726,Zachary Higgins,,,,,
1727,Mary Thomas,,,,,
1728,James Bradley,,,,,
1729,Kenneth Berry,,,,,
1730,Michael Whitehead,,,,,
1731,Dylan Brown,,,,,
1732,Ernest Jones,,,,,
1733,James Gibson,,,,,
1734,Benjamin Mcdonald,,,,,
1735,Brian Mueller,,,,,
1736,Erica Lawrence,,,,,
1737,Mr. David Booth,,,,,
1738,Tamara Adkins,,,,,
1739,Megan Hart,,,,,
1740,Travis Davenport,,,,,
1741,Jon Estes,,,,,
1742,Julia Moss,,,,,
1743,Nina Scott,,,,,
1744,Joshua Mccoy,,,,,
1745,Nancy Mccarthy,,,,,
1746,Patricia Martinez,,,,,
1747,Julie Young,,,,,
1748,Katelyn Kramer,,,,,
1749,Mrs. Deanna Cooper,,,,,
1750,Ariana Brady,,,,,
1751,Jessica Rose,,,,,
1752,Barbara Neal,,,,,
1753,Cynthia Hurley,,,,,
1754,Kelly James,,,,,
1755,Lisa Green,,,,,
1756,Jose Copeland,,,,,
1757,Tanya Wilson,,,,,
1758,Linda Lewis,,,,,
1759,Sarah Bates,,,,,
1760,Sheila Taylor,,,,,
1761,Benjamin Cooper,,,,,
1762,William Ellis,,,,,
1763,Andrea Dean,,,,,
1764,Maria Hale,,,,,
1765,Steven Hall,,,,,
1766,Michelle Guzman,,,,,
1767,Jacob Perez,,,,,
1768,Lisa Dyer,,,,,
1769,Rebecca Taylor DVM,,,,,
1770,Leslie Scott,,,,,
1771,Vanessa Donaldson DVM,,,,,
1772,Steven Saunders,,,,,
1773,Rose Cunningham,,,,,
1774,Taylor Lopez,,,,,
1775,Jordan Alexander,,,,,
1776,Alexander Holmes,,,,,
1777,Carrie Wells,,,,,
1778,David Figueroa,,,,,
1779,Jimmy Jones,,,,,
1780,Joseph Rivas,,,,,
1781,Hannah Rose,,,,,
1782,Christopher Black,,,,,
1783,Edward Lane,,,,,
1784,Taylor Huerta,,,,,
1785,Denise Adams,,,,,
1786,Mackenzie Cole,,,,,
1787,Jacob Simmons,,,,,
1788,Samuel Phillips,,,,,
1789,Gregory Hill,,,,,
1790,Anna Henry,,,,,
1791,Ashley Larson,,,,,
1792,Madison Kemp,,,,,
1793,Julian Bowen,,,,,
1794,Richard Henry,,,,,
1795,Whitney Ross,,,,,
1796,Brendan Melendez,,,,,
1797,Elaine Johnson,,,,,
1798,Rachel White,,,,,
1799,Sheri Valenzuela,,,,,
1800,Brandon Perez,,,,,
1801,Kathryn Kidd DVM,,,,,
1802,Brian Allen,,,,,
1803,Stephanie Jackson,,,,,
1804,Michael Garza,,,,,
1805,Spencer Larson,,,,,
1806,Chad Boone,,,,,
1807,Paul Hernandez,,,,,
1808,Bailey Case,,,,,
1809,Deanna Kerr,,,,,
1810,Timothy Roman,,,,,
1811,Gabriella Copeland,,,,,
1812,James Austin,,,,,
1813,Mrs. Megan Booker,,,,,
1814,Katelyn Coleman,,,,,
1815,Ronald Sims,,,,,
1816,Richard Long,,,,,
1817,Kaitlyn Hale,,,,,
1818,Joseph Carr,,,,,
1819,Misty Cole,,,,,
1820,Frank Wilkinson,,,,,
1821,Lauren Thomas,,,,,
1822,Pamela Taylor,,,,,
1823,Phyllis Cox,,,,,
1824,Jonathan Williams,,,,,
1825,Edward Navarro,,,,,
1826,Jesse Hall,,,,,
1827,Megan Harrison,,,,,
1828,Scott Brady,,,,,
1829,David Holt,,,,,
1830,Mr. Ryan Griffin,,,,,
1831,Melinda Shaw,,,,,
1832,Jennifer Farmer,,,,,
1833,Bruce Barber,,,,,
1834,Philip Morris,,,,,
1835,Felicia Gomez,,,,,
1836,Sandy Wilson,,,,,
1837,Bonnie Bell,,,,,
1838,Robin Jones,,,,,
1839,Jessica Saunders,,,,,
1840,Andrew Thomas,,,,,
1841,Amber Adams,,,,,
1842,Michael Armstrong,,,,,
1843,Sharon Jones,,,,,
1844,Jeffrey Robinson,,,,,
1845,Emily Williamson,,,,,
1846,Steven Myers,,,,,
1847,Scott Brown,,,,,
1848,Tracy Scott,,,,,
1849,Cory Freeman,,,,,
1850,Marcus Lloyd,,,,,
1851,Peter Norton,,,,,
1852,Ashley Pearson,,,,,
1853,Christopher Ball,,,,,
1854,Gregory Lee,,,,,
1855,Michael Jenkins,,,,,
1856,Kenneth Vaughn,,,,,
1857,Christine Johnson,,,,,
1858,Stacy Schmidt,,,,,
1859,Elizabeth Jones,,,,,
1860,Kenneth Moore,,,,,
1861,Emma Wilson,,,,,
1862,Carolyn Campbell,,,,,
1863,Victoria Andersen,,,,,
1864,Lynn Beasley DVM,,,,,
1865,Kenneth Powell,,,,,
1866,Timothy Kidd,,,,,
1867,Lisa Griffin,,,,,
1868,Gloria Taylor,,,,,
1869,Michael Powell,,,,,
1870,Nicole Henderson,,,,,
1871,David Ali,,,,,
1872,Dennis Simpson,,,,,
1873,Susan Hahn,,,,,
1874,Olivia Cooper,,,,,
1875,Dr. Victoria Perry,,,,,
1876,Elizabeth Fields,,,,,
1877,Travis Andrade,,,,,
1878,Nicholas Smith,,,,,
1879,Daniel Rowe,,,,,
1880,Pamela Suarez,,,,,
1881,Jason Huber,,,,,
1882,Lori Morton,,,,,
1883,Lisa Walters,,,,,
1884,Michael Smith,,,,,
1885,Gabriela Boyd,,,,,
1886,Kevin Robertson,,,,,
1887,Valerie Gallagher,,,,,
1888,Misty Preston,,,,,
1889,Douglas Washington,,,,,
1890,Thomas Humphrey,,,,,
1891,Miguel Rodgers,,,,,
1892,Kristina Jackson,,,,,
1893,Erin George,,,,,
1894,Tommy Lee,,,,,
1895,Maria Hall,,,,,
1896,Lindsey Martin,,,,,
1897,Caleb Floyd Jr.,,,,,
1898,Brandon Atkinson,,,,,
1899,Caroline Duffy,,,,,
1900,Anna Davidson,,,,,
1901,Micheal Merritt,,,,,
1902,Joshua Hunt,,,,,
1903,Ralph Delgado,,,,,
1904,Rodney Burch,,,,,
1905,Joseph Norris,,,,,
1906,Brandon Hernandez,,,,,
1907,Meagan Gaines,,,,,
1908,Jamie Pope,,,,,
1909,Barbara Clark,,,,,
1910,Daniel Smith,,,,,
1911,Sandra Reed,,,,,
1912,Sara Mckay,,,,,
1913,Carolyn Stewart,,,,,
1914,Daniel Hinton,,,,,
1915,Joshua Foster,,,,,
1916,Melvin Dean,,,,,
1917,Erica Harper,,,,,
1918,Anna Walters,,,,,
1919,Molly Guerrero,,,,,
1920,Donna Duffy,,,,,
1921,Corey Barry,,,,,
1922,Dr. Anna Hayes DVM,,,,,
1923,Andrew Davis,,,,,
1924,Rachel Chaney,,,,,
1925,Samuel Frye,,,,,
1926,Brian Gregory,,,,,
1927,Keith George,,,,,
1928,Timothy Brown,,,,,
1929,Rachel Crawford,,,,,
1930,Andrew Smith,,,,,
1931,Kathleen Johnson,,,,,
1932,Kimberly Collier,,,,,
1933,Michael Hendricks,,,,,
1934,Erin Maxwell,,,,,
1935,Taylor Martin,,,,,
1936,Kenneth Wilkinson,,,,,
1937,Michelle Beasley,,,,,
1938,Timothy Price,,,,,
1939,David Harrison,,,,,
1940,Richard Cox,,,,,
1941,Jessica Morgan,,,,,
1942,Lori Martin,,,,,
1943,Victoria Thomas,,,,,
1944,Brian Roberts,,,,,
1945,Mary Weber,,,,,
1946,Eric Riley Jr.,,,,,
1947,Holly Mooney,,,,,
1948,Latasha Garrison,,,,,
1949,Kevin Mason,,,,,
1950,Austin Burke,,,,,
1951,Andrea Walls,,,,,
1952,Dominique Espinoza,,,,,
1953,Jennifer Baker,,,,,
1954,Jessica Scott,,,,,
1955,Karen Munoz,,,,,
1956,Kelly Hudson,,,,,
1957,Brittney Collins,,,,,
1958,Jennifer Lopez,,,,,
1959,James Hamilton,,,,,
1960,Patricia Lee,,,,,
1961,James Williamson,,,,,
1962,Jessica Lawson,,,,,
1963,Krista Hernandez,,,,,
1964,Danielle Collins,,,,,
1965,Mrs. Vickie Barber,,,,,
1966,Shawn Wallace,,,,,
1967,Jeffrey Terry,,,,,
1968,Matthew York,,,,,
1969,Samantha Williams,,,,,
1970,Anna Hogan,,,,,
1971,Andrew Garcia,,,,,
1972,Christina Nguyen,,,,,
1973,Anthony Bass,,,,,
1974,Katrina Davis,,,,,
1975,Stephanie Lewis,,,,,
1976,Mr. Aaron Mcclain,,,,,
1977,Jeffery Baker,,,,,
1978,Dustin Hoffman,,,,,
1979,Cindy Ruiz,,,,,
1980,Joshua Wilson,,,,,
1981,Michael Palmer,,,,,
1982,Sarah Escobar,,,,,
1983,Tabitha Cunningham,,,,,
1984,Michael Clark,,,,,
1985,Henry Armstrong Jr.,,,,,
1986,Teresa George,,,,,
1987,Theresa Holmes,,,,,
1988,Amanda Weiss,,,,,
1989,Thomas Figueroa,,,,,
1990,Eric Aguilar,,,,,
1991,Kathleen Bowen,,,,,
1992,Randy Wright,,,,,
1993,Pamela Carter,,,,,
1994,Robert Rogers,,,,,
1995,Jamie Murray,,,,,
1996,Kari Walker,,,,,
1997,Sara Figueroa,,,,,
1998,Sarah Walker,,,,,
1999,Angela Fowler,,,,,
2000,Patricia Doyle,,,,,
2001,Keith Rasmussen,,,,,
2002,Kathy Kelley,,,,,
2003,Rachel Rice,,,,,
2004,Cory Lopez,,,,,
2005,David Hernandez,,,,,
2006,Amanda Young,,,,,
2007,Sean Walsh,,,,,
2008,Jerry Gilbert,,,,,
2009,Stephanie Petty,,,,,
2010,Danielle Hanson,,,,,
2011,Paige Savage,,,,,
2012,Scott Powell,,,,,
2013,Laura Wong,,,,,
2014,Erin Allen,,,,,
2015,Ivan Bryant,,,,,
2016,Karen Lin,,,,,
2017,Nicole Holland,,,,,
2018,Jonathan Brown,,,,,
2019,David Abbott,,,,,
2020,Lynn Smith,,,,,
2021,Caroline Harris,,,,,
2022,Michael Woods,,,,,
